Area Name,Rural/Urban,Total Population,Good Households,Livable Households,Dilapidated Households,Tapwater from treated source,Tapwater from un-treated source,Covered well,Un-covered well,Handpump,Tubewell/Borehole,drinking water from Spring,Drinking water form River/Canal,Drinking water form Tank/Pond/Lake,Sources of Lighting -Electricity,Sources of Lighting - Kerosene,Sources of Lighting -Solar energy,No lighting,Number of households having latrine facility within the premises,Piped sewer system,Septic tank,Other system,With slab/ventilated improved pit,Without slab/  open pit,Number of households not having latrine facility within the premises,Public latrine,Bathroom,Enclosure without roof,Waste Water Closed drainage,Waste Water Open drainage,Good Fuels,Bad Fuels,Total number of households availing banking services,Radio/Transistor,Television,Computer/Laptop With Internet,Computer/Laptop Without Internet,Landline only,Mobile only,Both Mobile and Landline,Bicycle,Scooter/ Motorcycle/Moped,Car/ Jeep/Van,"Households with TV, Computer/Laptop, Telephone/mobile phone and Scooter/ Car",Types of Structure of houses-Permanent,Types of Structure of houses-Semi-Permanent,Types of Structure of houses-Total Temporary,Types of Structure of houses-Serviceable,Types of Structure of houses Non-Serviceable,Types of Structure of houses Unclassifiable
Saral(82),Rural,3045,16.1,81.6,2.3,77.1,2.5,0.2,1,0.2,17.2,0,0.8,0.7,86.1,13.3,0,0.2,31.5,0,8.6,0.3,21.7,0.8,68.5,0.3,54.4,6.5,1.5,82.8,15.1,0.2,62.5,11.6,40.5,0,1.7,4.1,56.7,7.3,14.4,14.6,2.7,0.3,43.1,53.1,3.8,3.5,0.3,0
Birola(83),Rural,2453,46.2,50.8,3,71.5,1.7,0.6,1.1,6.5,9.9,0,0,0,76.6,23.2,0,0.2,34.4,5.9,8.4,0.4,19.6,0,65.6,0,53.6,8.6,0.8,56.8,5.7,0,45.6,17.5,32.9,0,1.3,4.9,65,4.9,5.5,12.2,2.1,0,82.3,16.7,0.8,0.8,0,0.2
Jhuli(92),Rural,1311,19.3,77.5,3.3,89.8,2.9,0,0,0.4,6.6,0,0,0.4,77.9,21.7,0.4,0,49.6,0.8,31.1,8.6,9,0,50.4,0,68,17.2,0.4,84.4,2.5,0,72.5,28.3,49.6,0.4,2.5,9.8,66,10.7,26.6,21.7,7,0.8,96.3,2.9,0.8,0.4,0.4,0
Sidhan(91),Rural,2216,46.6,52,1.4,76.8,0.2,0.2,0.5,22.3,0,0,0,0,62.6,37.4,0,0,32,9.5,0.2,22.3,0,0,68,0,47.3,14.8,0.7,77.7,1.4,0,87,15.8,26.2,0.2,1.6,1.2,68.9,0,10.4,9.3,1.2,0.2,57.5,39.7,2.8,2.8,0,0
Miran (89),Rural,7322,38.6,56.3,5.1,88.5,0.1,0,0,9.1,1.8,0,0,0.1,86.5,12.4,0,0.9,47.6,0.3,38.2,0,8.9,0.2,52.4,0.1,66.6,12.4,0.6,91.1,5.8,0,69.2,20.4,44.9,0.4,1.8,1.6,81.4,2.4,19,17.1,4.3,1,90.5,8.1,1.5,1.3,0.1,0
Dariyapur (87),Rural,3741,60.8,34.6,4.6,74,5.9,1,3.3,2.3,12.6,0,0,0.7,85.2,12.1,0,2,45.3,0,35.8,0.1,8.8,0.3,54.7,0,59.5,7.8,2.7,70.5,9.4,0.1,71,17.8,43,0,3.4,2.3,80,2.4,10.6,18.1,4.3,0.7,76.4,21.1,2.3,2.2,0.1,0.1
Chanana(88),Rural,1516,42.2,41.1,16.7,74.1,0,0,3,9.6,13.3,0,0,0,60.4,38.1,0,0,25.6,0,1.9,0.4,18.1,5.2,74.4,0,37.4,9.3,0.4,35.6,0,0.4,45.6,14.1,41.9,0.7,4.4,4.1,70,2.6,16.3,21.9,4.8,0.4,58.9,27.8,13.3,12.6,0.7,0
Bhera(90),Rural,2943,70.6,27.8,1.6,94.9,0.2,0,3.6,0,0.4,0,0,0.7,88.6,11.1,0,0,62.8,1.3,22.3,0.4,37,1.8,37.2,0,77,9.8,5.3,77.7,21.6,0,90.7,30.1,57.4,0.9,2.4,2.5,88.2,2.9,19.2,23.4,8.2,0.7,86.9,9.4,0.7,0.7,0,2.9
Tosham (CT),Urban,15559,60.9,33.3,5.8,92.8,1.7,0.1,0,3.8,1,0,0,0.3,96.9,2.1,0,0.5,82.2,12,21.1,0.6,44.4,4.1,17.8,0,82.3,10.9,28.7,63.4,65.6,0.2,69,16.1,77.7,4.6,11,7,71.9,7.9,37.7,30.9,11.1,9,77.8,16.6,5.5,4.1,1.5,0.1
Tosham (CT) - Ward No.1,Urban,15559,60.9,33.3,5.8,92.8,1.7,0.1,0,3.8,1,0,0,0.3,96.9,2.1,0,0.5,82.2,12,21.1,0.6,44.4,4.1,17.8,0,82.3,10.9,28.7,63.4,65.6,0.2,69,16.1,77.7,4.6,11,7,71.9,7.9,37.7,30.9,11.1,9,77.8,16.6,5.5,4.1,1.5,0.1
Sub-Dist - Siwani,Total,100183,43.5,48.9,7.6,63.9,6.1,3.8,1.9,3.4,13.6,0,0.9,2.2,77.2,20.8,0.2,0.7,52.6,1.6,22.7,6.8,19.8,1.6,47.4,0.8,60.5,12.5,3.3,65.2,14.7,0.3,67.4,17.6,39.4,0.9,5.2,3.7,65.1,4.7,21.4,12.9,5.7,1.9,80.9,12.2,6.4,5.6,0.8,0.5
Sub-Dist - Siwani,Rural,81040,40.9,51.9,7.2,62.6,5.5,4.6,2.3,2,15.2,0,1.1,2.7,76.5,21.6,0.2,0.7,47.6,1.3,18.1,6.3,20.1,1.7,52.4,0.8,58,12.6,2.6,62.4,8.5,0.1,67.6,19,35.2,0.6,4.7,3.9,64.7,4.4,18.4,11.2,5.2,1.1,80.3,12.7,6.6,5.8,0.8,0.5
Sub-Dist - Siwani,Urban,19143,54.6,36.5,9,69.4,8.6,0.3,0.1,9.2,6.9,0,0,0.1,80.1,17.3,0.1,0.3,73.5,2.9,41.9,9,18.6,1,26.5,0.7,71,12.5,6.4,76.6,40.5,0.6,66.5,11.8,56.9,2,7.3,2.5,66.9,5.9,33.9,19.9,8.1,5,83.5,10.3,5.7,4.5,1.1,0.5
Khera(126),Rural,2820,31.9,59.4,8.7,84.7,2.4,2,1.3,0.4,8,0,0,1.3,84.2,13.5,0.9,1.3,39,0.4,4.7,0,33.7,0.2,61,0,50.6,12,5.6,37,6.9,0,56.5,7.3,38.6,0.4,0,3.6,52.1,2.9,11.3,11.1,1.5,0.2,71.9,20.4,7.7,5.5,2.2,0
Dhulkot(127),Rural,2285,27.2,56.4,16.5,21.7,15.5,29.9,4.7,8.2,18.2,0,0.2,0.7,76.1,21.4,0.2,1.5,23.4,0,13.7,0,9.2,0.2,76.6,0,42.6,16.2,2.7,61.3,10.5,0,61.3,23.4,41.1,0.2,1.7,3.5,72.3,7,23.9,14.5,4.5,1,81.3,11.7,7,5,2,0
Rupana(59),Rural,1247,83.8,14.4,1.8,98.2,0,0,0,0,1.8,0,0,0,82.4,14,2.7,0,72.1,1.4,68.5,0,2.3,0,27.9,0,61.7,9.9,2.3,93.7,0.5,0,84.2,23,49.5,0.9,3.2,6.3,83.3,3.6,27.9,16.2,1.8,1.4,82,16.2,1.8,1.4,0.5,0
Siwani (Rural) (128),Rural,778,46.4,53,0.6,10.2,1.2,0,1.2,6,39.8,0,6.6,1.8,47.6,31.9,0,0,24.7,0,20.5,3,0,0,75.3,2.4,47.6,11.4,2.4,3.6,7.8,0,51.8,18.1,23.5,0,17.5,2.4,67.5,2.4,33.1,9.6,2.4,0.6,86.7,10.2,0,0,0,3
Barwa (133),Rural,11830,28.8,63.3,7.9,79.6,5,0,0,5.2,3.2,0,4.8,0.9,81.6,14.5,0.1,2.2,61.8,0.3,7.3,0,50.6,3.5,38.2,0.7,65.5,12.8,2.7,79.4,18.9,0.6,79.2,15.3,44.2,0.7,6.6,4.9,62.3,10,44.4,12.7,3.9,2,83.2,9.4,7.4,7.1,0.3,0.1
Naloi (132),Rural,3324,38.4,47.5,14.1,78.6,0,1.8,1.6,0.6,8.8,0,0,0,79.2,20,0.2,0.2,59,0.8,30.8,1.6,23.3,2.5,41,2.7,64.1,9.6,4.3,71.6,5.9,0,79.4,22.5,39.8,0.6,5.1,1.8,79.4,3.5,16.7,17.1,6.7,2,76.7,13.5,9.8,9.8,0,0
Gurera (131),Rural,4504,38.5,50.6,10.9,94.2,0.6,0,0,0.7,0.2,0.1,0,0,80.7,18.3,0,0.8,59.6,3.1,11.2,1.3,33.3,10.6,40.4,0,57.2,11,1.9,79.2,12.7,0.1,78.4,23.4,38.1,0.2,3.3,1.2,66.6,1.9,27.4,11.1,3.6,0.4,65.3,16.5,18.2,15.3,2.9,0
Dhani Ramjas (62),Rural,1558,63,29.7,7.3,55.7,5.7,0,2.8,5.7,24.8,0,4.5,0.8,75.2,24.4,0,0,67.5,0,18.7,0,45.1,3.7,32.5,0,66.7,13,0,34.6,2.8,0,81.7,26.8,50.8,0.8,4.5,1.2,78.9,9.3,56.5,32.1,8.9,3.3,85.4,10.2,2.8,2.4,0.4,1.6
Kikral(129),Rural,1899,47.2,50.9,1.9,94.7,0.3,0,0,0,1.9,0,2.2,0,92.8,6.6,0.3,0,58.1,0,5,25.6,25,2.5,41.9,0,60.6,13.1,1.2,75,2.2,0,90.6,10.9,34.7,0.3,1.6,2.2,68.1,1.2,22.5,12.5,0.3,0,87.8,3.4,0.3,0.3,0,8.4
Devsar(54),Rural,993,36.2,55.6,8.1,79.4,16.9,0.6,0,0,1.9,0,0,1.2,66.2,33.8,0,0,52.5,0.6,41.9,4.4,3.1,0,47.5,0,77.5,12.5,13.1,25,10.6,0,91.2,34.4,31.2,0.6,21.2,11.2,77.5,4.4,26.9,13.1,28.7,1.2,79.4,13.8,6.9,3.8,3.1,0
Dhani Silawali (130),Rural,1497,32.3,48.1,19.6,46.5,16.5,0.8,1.9,2.3,1.9,0,0,30,48.8,51.2,0,0,28.8,0,26.2,2.3,0,0,71.2,0,36.9,22.3,2.7,56.9,3.5,0,62.3,26.5,24.6,0,2.7,3.1,70,4.2,21.2,12.7,3.8,0.4,76.2,13.5,10.4,10,0.4,0
Lilas (121),Rural,2369,43.1,52.2,4.7,79.8,2.9,1.1,0,3.1,7.3,0,0,4.4,70.2,28.7,0.2,0.9,80.4,2.9,18.4,49.1,8.4,1.3,19.6,0.7,77.3,13.6,8.2,70,6.7,0.6,69.1,20.4,40.2,0.9,9.6,6.9,65.3,10.2,8.2,18,19.3,3.6,75.6,17.8,6.4,4,2.4,0.2
Gaindawas (60),Rural,2387,35,58.2,6.8,92.9,0,2.6,0,0.6,3.9,0,0,0,82,17.4,0.6,0,40.8,0,40.8,0,0,0,59.2,0.6,55.6,14.8,1.6,65.3,2.6,0,79.4,20.3,36,0.3,2.6,2.3,75.9,4.2,16.1,14.5,3.9,0.3,78.8,17.7,3.5,3.5,0,0
Bakhtawarpura (61),Rural,1229,42.7,56.8,0.5,95.3,1.4,1.4,0,0,0.9,0,0,0,85.4,14.6,0,0,68.5,1.4,60.1,0,0,0,31.5,24.4,77.9,6.1,1.9,72.8,12.2,0,78.4,21.1,42.7,0,3.8,1.9,92,0,16.9,17.8,8,1.4,95.3,1.9,2.8,2.8,0,0
Gadhwa (125),Rural,1037,52.2,45.3,2.5,87.1,0,0.5,8,0,3.5,0,1,0,77.1,20.4,0.5,0.5,24.4,0,18.4,2.5,2.5,1,75.6,0,50.2,13.9,0,50.2,4.5,0,68.2,17.9,43.3,1.5,7,4.5,74.6,7,15.4,19.4,7.5,2.5,75.6,23.9,0.5,0,0.5,0
Kharkari (124),Rural,491,69.5,22.1,8.4,0,0,0,0,10.5,88.4,0,0,0,51.6,37.9,0,10.5,12.6,0,0,0,12.6,0,87.4,0,31.6,1.1,0,0,13.7,0,22.1,21.1,27.4,0,0,1.1,73.7,0,8.4,12.6,1.1,0,90.5,3.2,5.3,3.2,2.1,1.1
Mohila (123),Rural,1766,33.8,61.5,4.7,96.8,1.3,0,0,0,1.9,0,0,0,71,29,0,0,31.9,0,31.9,0,0,0,68.1,0,50.2,7.6,1.3,49.8,1.9,0.3,51.7,19.2,33.8,0.6,3.2,1.9,48.3,0.9,14.2,13.6,0.9,1.6,87.7,7.3,5,4.7,0.3,0
Budh Saili (122),Rural,2279,52,40.1,7.8,38.7,16.9,3.6,1,1,6.2,0,0,9.7,84.6,11.4,0,3.6,36.3,9,4.8,14.3,7.8,0,63.7,2.4,59.9,21.1,2.9,54.2,7.4,0.2,54.6,16.4,32.1,0.2,3.8,27.8,54.6,1.7,6.7,5.7,5.5,0.2,81.5,12.4,6.2,5.7,0.5,0
Ghangala (117),Rural,2058,14.5,68.8,16.7,30.2,45.4,16.2,1,0.5,2.2,0,0.2,1.7,62.3,35.9,0,0.5,44.6,0,13.2,0.2,31.2,0,55.4,0.2,59.1,10.7,0.7,26.2,0,0,44.9,14,19,0,4,0,38.7,0.5,5,8,2.7,0.2,60.8,17.5,20.7,20.4,0.2,1
Jhupa Kalan(120),Rural,4265,62.4,33.6,4.1,48.8,4.1,6.8,1.3,4.1,19.9,0,4.1,10.1,77.9,21.4,0,0,44.1,1,7.7,1.7,33.3,0,55.9,0,64.4,19.5,2.5,73.7,8.9,0,61.2,26.5,40.1,2.4,6.8,3.3,69.7,5.5,13.1,11.4,7.3,3.1,79,14,6.5,5.2,1.3,0.5
Jhupa Khurd (119),Rural,1214,58.1,35.8,6.1,96.1,0,0.4,0,1.7,1.7,0,0,0,85.6,14,0,0,65.5,3.9,30.1,3.1,27.1,1.3,34.5,0.4,62.4,10.9,0.4,84.7,8.7,0,45.4,27.5,50.7,0,1.7,2.6,61.6,3.5,18.3,6.1,3.9,0.4,92.6,3.5,0.4,0.4,0,3.5
Dhani Bhakhra (118),Rural,2202,5.8,85.4,8.7,94.6,0.9,0,0.2,0,3.1,0,0,1.1,71.3,27.1,0.4,0.7,32.7,0.2,11,0.2,21.1,0,67.3,2.7,50.9,18.2,0,37.7,1.1,0,78,28.9,33,0,1.1,3.4,68.6,4.7,6.1,7.8,2.2,0.2,87,7.6,5.4,4.7,0.7,0
Bidhwan (113),Rural,3102,14.2,76.4,9.4,3.4,0.9,10.4,15.7,0.7,46.8,0,0,1.2,82.6,17.3,0.2,0,51.8,0,51.8,0,0,0,48.2,0.2,61,11.1,9.1,86,1.9,0,70.4,15.6,28,0.2,4.6,1.7,72.3,0.5,4.1,12.3,9.6,0.7,82.9,13.5,3.6,3.6,0,0
Gudha (116),Rural,2959,12.9,80.5,6.7,79.4,0,0.4,0,2.6,16.1,0,0,0.4,77.3,22.5,0,0.2,49.1,5.4,41,0.2,0.9,1.7,50.9,0,53.6,18.9,0,68.5,6,0,70,12.9,26.4,0.2,1.1,1.7,50.9,0.4,5.2,2.1,1.5,0,83.3,10.5,6,5.4,0.6,0.2
Kalod (115),Rural,3045,51.7,43,5.3,32,12.5,45,0,1.7,8.6,0,0,0,75.9,23.5,0.2,0.2,38.6,8.6,29.8,0,0,0.2,61.4,0,48,8.6,1.7,62.5,16.2,0,72.8,11,23.5,0.6,2.4,1.5,68.4,0.4,9.2,9,5,1.1,81.1,12.1,6.8,5.5,1.3,0
Kalali (114),Rural,1534,57.8,40.5,1.7,94.4,2,0,0,0,1,0,0,0,69.8,30.2,0,0,42.5,0.3,40.2,1.7,0,0,57.5,0,52.2,8.6,2.7,59.8,7.3,0,69.4,19.9,20.3,0.7,1.3,2.7,68.8,7,10.6,8.3,4,0,78.4,18.3,3.3,3.3,0,0
Talwani (101),Rural,1562,93.4,6.1,0.4,76.9,0,8.3,5.2,1.3,3.9,0,0,0.4,80.3,18.8,0.4,0,20.5,0.4,20.1,0,0,0,79.5,0,51.1,13.1,2.6,50.7,7.4,0.4,55.5,29.3,38.4,0,2.6,4.4,73.4,4.8,31,11.4,1.3,0,90,7.9,0.4,0,0.4,1.7
Mandholi  Khurd (102),Rural,3330,4.5,88.1,7.3,71.3,0,3.6,1.6,0,23.4,0,0.2,0,78.9,15.4,0.2,0,25.5,0,13.5,1.6,9.9,0.2,74.5,0,37.8,18.7,0.2,65.9,1.3,0,62.7,14.4,27.9,0.2,4.2,2.9,43.7,1,6.3,7.3,4.1,0.6,79.9,14.4,5.2,4.5,0.6,0.5
Siwach (112),Rural,1169,61.9,32.3,5.8,31.4,38.9,0,0.9,0.9,23.5,0,0,4.4,76.1,23.9,0,0,38.1,0,38.1,0,0,0,61.9,0,53.5,14.6,0,76.1,11.5,0.4,50.9,11.9,31,0.4,5.8,3.5,55.3,4.9,10.6,7.1,5.8,1.3,81.9,12.4,5.3,5.3,0,0.4
Mithi (103),Rural,2627,78.2,21,0.8,25.1,0.6,0.2,25.7,0.4,9.1,0,0,20.3,78.4,21.6,0,0,47.3,0.4,0,15.6,31.3,0,52.7,0,64.3,3.9,0.6,47.5,25.1,0,81.7,29,37.8,0.2,1.9,6.2,64.5,10,9.7,8.9,5.8,0.4,91.7,6.8,1.5,1.5,0,0
Matani (111),Rural,2355,59.4,32,8.6,11.7,10.3,0,1,0.5,66.6,0,0,0.7,71.8,27.4,0.2,0.5,49.9,0,3.3,46.5,0,0,50.1,0,58.7,8.1,0,0.5,1.2,0,46.8,10,27.7,0,3.1,3.6,61.3,2.9,6.2,7.4,5,0.7,74.9,20,4.8,4.8,0,0.2
Morka (110),Rural,2206,56.5,42.1,1.4,89.6,0.2,0,1.4,0.5,7.3,0,0,0.7,68.3,30.7,0.5,0.2,37.1,0,1.2,15.4,15.1,5.4,62.9,0,60,8.5,0.9,90.3,2.1,0,42.8,22.5,28.1,0.5,0.9,3.3,61.5,3.5,5.7,4.7,4,0,88.4,7.3,3.8,2.8,0.9,0.5
Garwa(109),Rural,3119,62.6,31.7,5.7,1.2,0.9,5.7,0,0,92,0,0,0,63.3,35,0.9,0.2,45.1,0.2,4.5,22.2,18,0,54.9,0,58.6,6.2,5.9,56.2,1.9,0,54.6,18,28.9,2.6,17.3,1.9,72.8,0.5,7.3,8.5,6.4,1,73.8,20.1,5.9,5.4,0.5,0.2
Siwani (MC),Urban,19143,54.6,36.5,9,69.4,8.6,0.3,0.1,9.2,6.9,0,0,0.1,80.1,17.3,0.1,0.3,73.5,2.9,41.9,9,18.6,1,26.5,0.7,71,12.5,6.4,76.6,40.5,0.6,66.5,11.8,56.9,2,7.3,2.5,66.9,5.9,33.9,19.9,8.1,5,83.5,10.3,5.7,4.5,1.1,0.5
Siwani (MC) - Ward No.1,Urban,1444,85.8,12.4,1.8,91.2,1.8,0,0,5.5,1.1,0,0,0.4,89.8,10.2,0,0,89.1,1.8,82.1,1.1,3.3,0.7,10.9,0,90.5,4.7,6.6,79.9,69,0.4,63.9,9.5,70.8,5.5,8.4,2.9,51.1,24.1,34.7,37.2,16.4,12.4,96,4,0,0,0,0
Siwani (MC) - Ward No.2,Urban,1575,71.4,25.7,2.9,49,43.7,0.4,0,6.9,0,0,0,0,95.9,4.1,0,0,93.5,2.9,90.2,0.4,0,0,6.5,0,95.1,2.4,4.5,84.9,85.3,3.3,85.7,9.8,83.3,4.5,9.8,1.6,77.1,10.6,34.3,50.2,16.7,9,97.6,2.4,0,0,0,0
Siwani (MC) - Ward No.3,Urban,1574,69.3,30.3,0.3,82.4,4.1,0,0,3.8,8.6,0,0,0,93.4,5.9,0,0.3,89.7,0.3,59.3,5.5,22.4,2.1,10.3,0,89.3,7.2,4.8,94.5,59.3,0.7,65.9,14.8,78.6,1.7,10,6.6,74.1,6.9,36.6,21.4,8.6,7.9,96.2,3.8,0,0,0,0
Siwani (MC) - Ward No.4,Urban,1410,5.6,71.1,23.3,54.4,3.7,0.7,0.4,12.6,5.9,0,0,0,67,27.8,0,1.1,61.1,1.9,2.2,26.7,23.7,6.7,38.9,0,55.2,10.7,5.2,42.2,11.1,0.7,70.7,9.3,34.8,2.2,1.9,3.7,65.2,2.6,38.5,7.4,1.9,1.9,73,12.2,14.8,12.6,2.2,0
Siwani (MC) - Ward No.5,Urban,2084,28.6,56.2,15.2,46,2.2,1.5,0,20.4,24.9,0,0,0,60.2,39.1,0.5,0.2,58.5,0.7,12.9,0,42.5,2.2,41.5,5.7,50.2,19.4,0.7,86.1,13.2,0,67.4,14.4,35.3,1,4.2,1.7,67.7,2,34.1,7.7,1.7,1,58.7,26.4,14.9,10,5,0
Siwani (MC) - Ward No.6,Urban,1080,85.5,14.5,0,94.7,0,0,0,0,0,0,0,0,97.6,2.4,0,0,98.6,0.5,37.2,59.9,1,0,1.4,0,93.7,0,0,100,78.3,1.9,86.5,8.7,83.6,2.9,7.2,3.4,80.7,4.8,44.4,25.1,12.1,4.8,95.7,3.4,0,0,0,1
Siwani (MC) - Ward No.7,Urban,1175,53.5,37.2,9.3,84.7,1.9,0,0,1.4,7.9,0,0,0,82.8,16.7,0,0,82.3,0.9,14.4,15.8,51.2,0,17.7,0,82.3,6.5,2.8,91.6,50.7,0.5,66,9.8,68.4,1.9,7.4,1.4,71.6,1.4,35.3,21.9,7.4,5.6,82.3,10.2,7.4,6,1.4,0
Siwani (MC) - Ward No.8,Urban,1021,59.2,39.3,1.6,99.5,0,0,0,0.5,0,0,0,0,97.4,2.6,0,0,93.2,0,92.7,0,0.5,0,6.8,0,83.8,8.9,0,99.5,38.2,0,76.4,8.4,81.7,2.1,7.9,1.6,85.3,5.8,66.5,26.7,5.8,6.3,98.4,0.5,1,1,0,0
Siwani (MC) - Ward No.9,Urban,1312,49.5,43.5,6.9,94,0,0,0.9,2.8,1.4,0,0,0,88.9,9.7,0.5,0,88,0,87.5,0,0,0,12,0,75,7.4,0,100,25.9,0,79.2,11.1,61.1,0,5.6,0.9,74.5,6,52.3,16.2,5.6,2.3,90.3,6.9,2.8,2.8,0,0
Siwani (MC) - Ward No.10,Urban,1640,28.4,42.1,29.4,17.1,46.2,0,0.3,32.4,3.7,0,0,0.3,54.2,45.8,0,0,31.1,0,15.4,0,15.4,0.3,68.9,0,28.8,23.4,0.3,57.9,12,0,39.8,7,24.4,0,4.7,0,50.8,0,13.4,5,0.7,0,62.9,26.4,10.7,10.7,0,0
Siwani (MC) - Ward No.11,Urban,1163,35.6,56.4,8,92.9,6.7,0,0.4,0,0,0,0,0,66.7,18.7,0,0,39.1,0.9,16.9,12.4,8.9,0,60.9,0,41.3,51.1,0.9,87.1,11.1,0,38.7,4.9,34.7,0.4,1.3,0.9,31.6,0.9,9.8,5.3,0.9,0,74.7,12.4,12.9,11.6,1.3,0
Siwani (MC) - Ward No.12,Urban,1876,72.7,18.6,8.7,85.4,0.3,0.3,0,11,1.7,0,0,0,89.9,8.2,0,1.1,84.2,0.6,36.9,0.3,46.5,0,15.8,0,81.7,6.8,2.5,81.7,61.7,0.8,67.9,18,64.8,3.4,7.3,2.8,72.4,9,31,33.5,12.1,6.5,91.3,5.6,3.1,0.8,2.3,0
Siwani (MC) - Ward No.13,Urban,1789,74.6,24.8,0.6,49.8,0.6,0,0,5.6,19.1,0,0,0,77.1,14.1,0,0,67.4,22.9,32.6,11.9,0,0,32.6,0,74.9,10.7,45.8,18.2,27.9,0,65.5,20.1,45.8,0.6,18.2,4.1,72.1,3.1,26,9.4,16,8.5,87.1,7.2,0.9,0.9,0,4.7
Sub-Dist - Loharu,Total,159787,57.1,37.6,5.2,25.6,20.5,3.4,5.4,0.1,42,0,0.1,0.8,81.5,17.1,0.1,0.7,45.2,2.7,19,5.7,17.2,0.4,54.8,0.2,59.6,12.8,4.6,53.1,18.1,0.2,64.4,23.2,44.8,1.2,6.2,2.9,72.6,3.8,16,15.5,5.5,1.9,88.4,7.2,3.5,3.1,0.4,0.9
Sub-Dist - Loharu,Rural,145850,57.8,37.4,4.8,20.9,20.7,3.7,5.9,0.1,45.6,0,0.1,0.9,81.2,17.6,0.2,0.5,43.8,2.8,17.8,5,17.7,0.4,56.2,0.2,59.4,12.3,3.9,52.1,15.6,0.2,65.5,23.4,43.7,1,6,2.7,73.7,3.2,15,15.3,5.3,1.7,88.7,7,3.3,3,0.3,0.9
Sub-Dist - Loharu,Urban,13937,49.9,40.2,9.9,77,18.2,0.2,0,0,2.7,0.1,0,0.1,84.7,11.9,0,2.4,60.1,1.7,33,13.3,12.1,0,39.9,0.1,62,18.4,13.2,63.9,45.4,0.5,51.4,21.7,55.9,2.7,8.9,4.8,60.2,10.7,27.1,17.7,7.3,4.4,84.5,9.3,5.5,4.1,1.4,0.7
Patwan (108),Rural,2582,58.5,32.7,8.7,0.2,7.5,0.2,0,0,91.3,0,0,0.8,82.7,16.3,0,0.8,38.5,0,18.5,0.2,19.8,0,61.5,0,58.5,10.3,2.2,44.2,7.3,0.2,38.3,9.5,21.6,0.2,13.1,3.4,56.7,1,5,7.1,2.6,1.4,84.7,9.9,5.2,4.8,0.4,0.2
Surpura Khurd(104),Rural,2114,60.7,37.9,1.4,9.9,15.3,10.7,27.7,0.6,32.2,0,0,0,79.9,19.5,0.6,0,25.1,0.3,0,24.6,0.3,0,74.9,0,41,22.6,0,69.2,20.6,0.3,48,8.5,22.3,0.8,20.9,1.1,46.3,3.4,8.2,11.6,5.1,0.6,83.1,14.1,2.8,2.3,0.6,0
Surpura Kalan (105),Rural,2649,28,68.7,3.3,2.4,1.5,2,3.1,0.2,90.7,0,0,0,76.4,21.6,0.2,1.1,20.3,0.4,0.7,18.5,0.7,0,79.7,0,30.2,10.8,0,67.8,11.7,0,56.1,7.7,20.3,0.2,1.3,1.8,46.1,2,5.7,5.5,2.9,0.4,73.7,18.1,8.2,7.1,1.1,0
Mandholi Kalan (1),Rural,4362,44,49.4,6.6,50.5,10.2,13.4,5.1,0,15.6,0,2.3,1.9,79.1,15.2,0.3,2,39.5,2.9,11.1,0,25.1,0,60.5,0.1,59.4,9.2,2.4,41.1,5.1,0.3,45.8,15.9,31.2,1,5.6,4.1,68,2.8,7,9.6,4.1,0.3,76.1,18.9,4.8,4.3,0.5,0.1
Gopalwas (2),Rural,2247,67.4,30.7,1.9,1.4,0.5,4.4,0.9,0.2,92.5,0,0,0,80.6,19,0.5,0,50.4,0,0.2,0.2,49.9,0,49.6,0,75.9,13.6,10.5,44.5,27.1,0,64.6,45.4,44.3,0,2.8,1.4,86.4,1.4,19,12.9,3.7,0,88.3,8.9,2.3,2.1,0.2,0.5
Hariawas (3),Rural,1526,86.6,9.2,4.2,88.4,0,0,1.4,0,7.7,0,0,0,85.6,14.4,0,0,47.9,0,0.4,0,47.5,0,52.1,0,70.4,15.8,0,33.1,45.8,0,82,36.3,45.1,0.4,2.8,0.7,79.6,0,11.6,13.4,5.6,2.1,75.4,5.6,2.5,2.1,0.4,16.5
Sidhanwa (4),Rural,2844,52.2,41.3,6.5,0.6,0,0.6,46.8,0.2,51.8,0,0,0,57.7,42.1,0,0.2,42.3,0.2,0.2,0,38.9,3,57.7,0,55.8,5.8,0,32.7,15.5,0.6,63.3,21,30.8,0.8,0.8,0.2,79.8,0.2,7.3,14.5,3.4,0.4,93.8,4,2.2,2,0.2,0
Salempur (5),Rural,653,0.8,91.2,8,0,78.4,0,0,0,20.8,0,0.8,0,88.8,11.2,0,0,33.6,0,13.6,20,0,0,66.4,0,52,21.6,0,55.2,0,0,75.2,28,36.8,0.8,2.4,2.4,66.4,11.2,13.6,10.4,4,1.6,76.8,15.2,7.2,7.2,0,0.8
Nunsar (7),Rural,1927,79.1,15.1,5.8,64.9,0,0.6,0,0,31.9,0,0,0,87,10.7,0,1.7,47.2,15.4,0,2.9,24.6,4.1,52.8,0,71,9.9,1.2,67,9.9,0,88.1,11.9,37.7,0.6,4.1,4.1,73.9,0.3,10.1,15.4,2.3,0.6,84.3,13,2,1.7,0.3,0.6
